Gender,Height,Weight
Male,68.58137352,181.167061
Male,64.92590896,185.0018542
Male,69.65975352,209.5204246
Male,71.12075332,197.345436
Male,62.80419071,148.6050424
Male,70.81126171,201.2242771
Male,69.54951057,199.1938148
Male,67.0323462,188.4596891
Male,67.39683425,178.3001966
Male,69.37184333,173.4301696
Male,74.54513694,218.4375679
Male,66.55652499,173.3868302
Male,67.25995282,186.3207972
Male,66.00196773,165.1677228
Male,67.28350742,203.1357596
Male,67.92463364,161.6708278
Male,66.05763381,164.4705039
Male,65.84458046,170.7923569
Male,69.03106285,170.3101222
Male,70.32711641,192.4971609
Male,66.53430651,166.371258
Male,71.4716749,196.54096
Male,70.04693077,183.6196208
Male,68.60571056,187.2913919
Male,68.98238073,178.2824095
Male,73.7888849,222.3975605
Male,69.07281082,190.587913
Male,73.18794911,204.103817
Male,68.67738441,192.1962461
Male,64.92233626,179.4090919
Male,66.11122914,192.765581
Male,67.74898985,169.7402721
Male,71.81390356,192.8164417
Male,69.19544122,185.7291961
Male,67.40717166,188.5940922
Male,69.87663341,179.6809303
Male,64.36667672,162.4950825
Male,67.49285386,183.3837802
Male,73.12243321,221.4459021
Male,67.65294548,188.8898645
Male,68.53790185,191.8229143
Male,70.72475802,214.2615182
Male,68.23015031,182.3828222
Male,67.69712341,163.9398786
Male,73.71674275,198.4622269
Male,68.85845722,187.3950858
Male,66.47376597,175.9473678
Male,69.97228132,188.6259112
Male,67.55618322,200.779691
Male,74.27201865,209.9374928
Male,72.09385998,201.8626584
Male,69.56977967,182.7948442
Male,71.61408945,206.1634325
Male,67.13854961,171.8769664
Male,68.41565126,171.3212163
Male,78.09586747,255.6908348
Male,68.6426276,178.8167946
Male,70.02684189,186.3587022
Male,74.32567701,220.8457275
Male,72.23163624,202.1371601
